Invoice ID,Date,Branch,City,Customer Type,Gender,Product,Category,Quantity,Unit Price,Payment,Rating,Sales
INV3124,2026-03-03,B,Delhi,Normal,Female,Rice,Grocery,5,64.54,UPI,3.1,322.7
INV3125,2026-06-14,A,Jaipur,Member,Male,Coffee,Beverages,5,156.34,Card,4.2,781.7
INV3126,2026-05-21,A,Jaipur,Normal,Male,Potato,Vegetables,3,31.91,UPI,4.9,95.73
INV3127,2026-04-15,B,Delhi,Normal,Female,Soap,Personal Care,1,37.44,Net Banking,3.4,37.44
INV3128,2026-05-17,D,Bengaluru,Member,Male,Apples,Fruits,1,122.88,Card,4.3,122.88
INV3129,2026-06-18,A,Jaipur,Normal,Female,Milk,Dairy,3,59.53,Net Banking,3.5,178.59
INV3130,2026-01-04,C,Mumbai,Normal,Male,Cheese,Dairy,9,256.87,Card,4.7,2311.83
INV3131,2026-05-01,A,Jaipur,Member,Male,Shampoo,Personal Care,4,150.37,Net Banking,4.7,601.48
INV3132,2026-06-29,A,Jaipur,Member,Male,Milk,Dairy,8,61.76,UPI,4.5,494.08
INV3133,2026-05-23,C,Mumbai,Member,Female,Face Wash,Personal Care,1,106.99,Net Banking,3.8,106.99
INV3134,2026-05-11,D,Bengaluru,Normal,Male,Coffee,Beverages,8,179.14,Net Banking,4.0,1433.12
INV3135,2026-03-27,C,Mumbai,Normal,Male,Tea,Beverages,2,117.09,Cash,4.4,234.18
INV3136,2026-06-10,A,Jaipur,Normal,Female,Cheese,Dairy,6,244.53,Card,4.8,1467.18
INV3137,2026-04-22,C,Mumbai,Member,Female,Cold Drink,Beverages,3,55.61,Card,4.3,166.83
INV3138,2026-06-17,B,Delhi,Normal,Male,Cold Drink,Beverages,3,61.46,Card,4.8,184.38
INV3139,2026-02-02,C,Mumbai,Member,Male,Milk,Dairy,10,60.85,Card,4.2,608.5
INV3140,2026-05-27,A,Jaipur,Normal,Female,Milk,Dairy,4,51.27,Cash,4.8,205.08
INV3141,2026-02-10,B,Delhi,Normal,Female,Rice,Grocery,6,70.21,UPI,3.9,421.26
INV3142,2026-06-05,B,Delhi,Normal,Male,Soap,Personal Care,3,39.27,Net Banking,3.2,117.81
INV3143,2026-04-17,B,Delhi,Normal,Female,Milk,Dairy,3,49.97,Net Banking,4.5,149.91
INV3144,2026-05-04,C,Mumbai,Normal,Female,Rice,Grocery,4,61.85,UPI,3.2,247.4
INV3145,2026-02-04,B,Delhi,Normal,Female,Chocolate,Snacks,2,43.79,Net Banking,4.4,87.58
INV3146,2026-06-08,C,Mumbai,Normal,Female,Coffee,Beverages,5,183.53,Cash,3.5,917.65
INV3147,2026-04-01,B,Delhi,Member,Male,Apples,Fruits,5,141.22,Card,3.4,706.1
INV3148,2026-05-04,A,Jaipur,Normal,Female,Face Wash,Personal Care,7,102.5,Card,3.5,717.5
INV3149,2026-02-07,D,Bengaluru,Member,Female,Rice,Grocery,3,63.35,Cash,4.5,190.05
INV3150,2026-04-26,B,Delhi,Normal,Female,Bananas,Fruits,9,53.23,Card,3.5,479.07
INV3151,2026-04-30,A,Jaipur,Member,Male,Chips,Snacks,3,34.79,Net Banking,3.7,104.37
INV3152,2026-05-13,B,Delhi,Member,Female,Soap,Personal Care,3,50.31,UPI,3.6,150.93
INV3153,2026-06-03,C,Mumbai,Member,Male,Bananas,Fruits,10,69.03,UPI,3.6,690.3
INV3154,2026-03-19,B,Delhi,Normal,Female,Cold Drink,Beverages,7,69.75,Net Banking,4.3,488.25
INV3155,2026-02-17,B,Delhi,Member,Male,Coffee,Beverages,9,196.33,UPI,5.0,1766.97
INV3156,2026-04-03,A,Jaipur,Member,Male,Face Wash,Personal Care,4,122.72,UPI,3.2,490.88
INV3157,2026-05-01,C,Mumbai,Member,Female,Eggs,Dairy,5,89.15,Card,4.4,445.75
INV3158,2026-01-04,D,Bengaluru,Normal,Male,Tea,Beverages,9,139.7,Net Banking,4.5,1257.3
INV3159,2026-04-24,B,Delhi,Member,Female,Potato,Vegetables,10,38.9,Cash,4.3,389.0
INV3160,2026-03-20,B,Delhi,Member,Male,Cold Drink,Beverages,2,65.93,UPI,4.1,131.86
INV3161,2026-03-08,B,Delhi,Member,Male,Bananas,Fruits,5,63.24,Net Banking,4.8,316.2
INV3162,2026-06-10,B,Delhi,Member,Male,Apples,Fruits,4,163.42,Cash,3.1,653.68
INV3163,2026-04-06,C,Mumbai,Normal,Female,Apples,Fruits,8,141.51,Cash,3.1,1132.08
INV3164,2026-01-17,C,Mumbai,Member,Male,Soap,Personal Care,2,49.59,Card,4.5,99.18
INV3165,2026-02-07,D,Bengaluru,Member,Male,Chocolate,Snacks,4,48.62,Card,3.5,194.48
INV3166,2026-06-29,D,Bengaluru,Member,Male,Milk,Dairy,1,59.37,UPI,3.7,59.37
INV3167,2026-01-08,C,Mumbai,Member,Female,Apples,Fruits,8,146.74,Net Banking,4.6,1173.92
INV3168,2026-03-27,A,Jaipur,Member,Female,Rice,Grocery,4,73.75,Net Banking,3.4,295.0
INV3169,2026-04-28,D,Bengaluru,Normal,Male,Cold Drink,Beverages,5,65.63,Card,3.9,328.15
INV3170,2026-02-19,C,Mumbai,Member,Male,Cooking Oil,Grocery,6,174.17,Card,4.7,1045.02
INV3171,2026-02-16,B,Delhi,Normal,Female,Bread,Bakery,8,37.96,Card,3.7,303.68
INV3172,2026-04-06,A,Jaipur,Member,Female,Potato,Vegetables,9,38.26,UPI,3.7,344.34
INV3173,2026-04-20,C,Mumbai,Member,Male,Coffee,Beverages,6,162.44,Net Banking,3.6,974.64
INV3174,2026-03-30,B,Delhi,Normal,Female,Chocolate,Snacks,8,47.67,UPI,4.1,381.36
INV3175,2026-06-20,B,Delhi,Normal,Female,Biscuits,Snacks,3,29.81,Net Banking,3.1,89.43
INV3176,2026-05-24,C,Mumbai,Normal,Female,Chocolate,Snacks,1,52.31,Card,3.6,52.31
INV3177,2026-02-24,B,Delhi,Member,Male,Bread,Bakery,10,38.94,UPI,3.5,389.4
INV3178,2026-04-18,A,Jaipur,Normal,Male,Cold Drink,Beverages,5,58.78,Cash,4.6,293.9
INV3179,2026-06-04,D,Bengaluru,Normal,Male,Milk,Dairy,10,49.13,UPI,4.4,491.3
INV3180,2026-06-01,A,Jaipur,Member,Male,Noodles,Grocery,9,47.83,UPI,3.8,430.47
INV3181,2026-03-07,A,Jaipur,Member,Male,Eggs,Dairy,3,76.56,Cash,4.6,229.68
INV3182,2026-06-25,D,Bengaluru,Member,Female,Soap,Personal Care,10,50.23,Cash,4.2,502.3
INV3183,2026-03-18,C,Mumbai,Member,Female,Apples,Fruits,10,148.23,Card,3.1,1482.3
INV3184,2026-06-28,A,Jaipur,Normal,Male,Noodles,Grocery,10,60.8,Cash,4.1,608.0
INV3185,2026-03-04,A,Jaipur,Normal,Female,Cold Drink,Beverages,2,63.57,Cash,3.1,127.14
INV3186,2026-03-06,C,Mumbai,Normal,Female,Shampoo,Personal Care,9,150.12,UPI,4.2,1351.08
INV3187,2026-03-21,D,Bengaluru,Member,Female,Tomato,Vegetables,7,47.46,UPI,4.8,332.22
INV3188,2026-06-30,B,Delhi,Member,Female,Cheese,Dairy,10,204.45,Card,3.7,2044.5
INV3189,2026-04-13,B,Delhi,Member,Male,Bread,Bakery,7,41.41,Cash,3.2,289.87
INV3190,2026-03-29,C,Mumbai,Member,Female,Cold Drink,Beverages,6,54.31,Net Banking,3.9,325.86
INV3191,2026-04-01,D,Bengaluru,Normal,Male,Cooking Oil,Grocery,3,152.26,UPI,4.4,456.78
INV3192,2026-06-26,B,Delhi,Normal,Female,Cold Drink,Beverages,1,73.53,Card,3.6,73.53
INV3193,2026-02-22,D,Bengaluru,Member,Female,Rice,Grocery,1,67.94,UPI,4.1,67.94
INV3194,2026-01-20,B,Delhi,Member,Female,Bananas,Fruits,9,61.8,UPI,4.4,556.2
INV3195,2026-02-17,C,Mumbai,Member,Male,Cheese,Dairy,10,241.63,Net Banking,3.6,2416.3
INV3196,2026-04-04,C,Mumbai,Member,Male,Cold Drink,Beverages,3,55.76,Card,4.5,167.28
INV3197,2026-05-07,A,Jaipur,Normal,Female,Cooking Oil,Grocery,7,152.31,Net Banking,4.8,1066.17
INV3198,2026-02-28,C,Mumbai,Member,Female,Noodles,Grocery,9,52.94,Net Banking,4.6,476.46
INV3199,2026-05-13,C,Mumbai,Normal,Female,Coffee,Beverages,10,190.37,Card,3.1,1903.7
INV3200,2026-02-23,A,Jaipur,Member,Male,Cheese,Dairy,7,246.89,Cash,3.7,1728.23
INV3201,2026-02-17,C,Mumbai,Member,Male,Tea,Beverages,6,112.54,Net Banking,4.5,675.24
INV3202,2026-04-20,A,Jaipur,Member,Male,Coffee,Beverages,6,161.85,Cash,4.4,971.1
INV3203,2026-01-13,D,Bengaluru,Member,Female,Cheese,Dairy,7,213.58,UPI,4.9,1495.06
INV3204,2026-06-30,D,Bengaluru,Member,Female,Biscuits,Snacks,9,25.37,Card,4.1,228.33
INV3205,2026-06-17,C,Mumbai,Member,Male,Tomato,Vegetables,9,40.27,Card,3.9,362.43
INV3206,2026-03-01,A,Jaipur,Member,Male,Chips,Snacks,8,32.67,UPI,4.7,261.36
INV3207,2026-02-02,D,Bengaluru,Member,Male,Rice,Grocery,5,74.34,UPI,3.6,371.7
INV3208,2026-02-05,A,Jaipur,Normal,Female,Biscuits,Snacks,10,28.45,UPI,4.3,284.5
INV3209,2026-01-09,C,Mumbai,Member,Female,Shampoo,Personal Care,4,196.52,Net Banking,3.9,786.08
INV3210,2026-01-23,C,Mumbai,Member,Female,Chips,Snacks,4,38.04,Net Banking,3.6,152.16
INV3211,2026-04-17,C,Mumbai,Member,Male,Potato,Vegetables,5,32.92,Net Banking,4.4,164.6
INV3212,2026-01-09,B,Delhi,Normal,Male,Cheese,Dairy,7,246.3,Net Banking,4.8,1724.1
INV3213,2026-06-01,C,Mumbai,Normal,Female,Cold Drink,Beverages,10,62.74,Net Banking,3.2,627.4
INV3214,2026-06-12,B,Delhi,Member,Female,Apples,Fruits,9,125.14,Cash,4.6,1126.26
INV3215,2026-01-16,B,Delhi,Member,Female,Soap,Personal Care,1,39.05,Cash,3.0,39.05
INV3216,2026-03-10,A,Jaipur,Normal,Female,Rice,Grocery,4,70.25,Net Banking,4.0,281.0
INV3217,2026-04-12,B,Delhi,Normal,Female,Bananas,Fruits,5,53.24,Card,4.2,266.2
INV3218,2026-06-17,D,Bengaluru,Normal,Female,Bananas,Fruits,7,58.41,Card,3.9,408.87
INV3219,2026-04-20,A,Jaipur,Member,Male,Cheese,Dairy,2,223.55,Cash,4.9,447.1
INV3220,2026-05-23,C,Mumbai,Member,Male,Cold Drink,Beverages,5,75.55,Cash,4.9,377.75
INV3221,2026-04-11,A,Jaipur,Normal,Male,Milk,Dairy,2,47.38,Card,3.1,94.76
INV3222,2026-03-25,B,Delhi,Normal,Male,Cheese,Dairy,2,188.88,Card,4.4,377.76
INV3223,2026-04-26,A,Jaipur,Member,Female,Chips,Snacks,2,34.98,Card,4.1,69.96
INV3224,2026-02-22,A,Jaipur,Member,Male,Shampoo,Personal Care,7,170.03,Cash,4.7,1190.21
INV3225,2026-02-26,B,Delhi,Member,Male,Bread,Bakery,2,38.32,Cash,5.0,76.64
INV3226,2026-06-06,B,Delhi,Member,Male,Cooking Oil,Grocery,10,162.95,Card,4.9,1629.5
INV3227,2026-03-14,D,Bengaluru,Normal,Female,Chips,Snacks,1,39.64,Cash,3.9,39.64
INV3228,2026-03-08,D,Bengaluru,Member,Male,Chips,Snacks,9,37.48,Net Banking,3.1,337.32
INV3229,2026-04-29,D,Bengaluru,Member,Male,Tea,Beverages,4,102.81,Card,3.7,411.24
INV3230,2026-05-13,B,Delhi,Normal,Female,Bread,Bakery,2,44.35,UPI,3.1,88.7
INV3231,2026-03-17,D,Bengaluru,Member,Female,Chocolate,Snacks,6,44.13,Card,3.9,264.78
INV3232,2026-05-26,C,Mumbai,Normal,Female,Noodles,Grocery,1,64.24,Cash,4.9,64.24
INV3233,2026-04-07,B,Delhi,Normal,Male,Bananas,Fruits,2,56.05,UPI,3.5,112.1
INV3234,2026-03-26,D,Bengaluru,Member,Male,Chocolate,Snacks,10,43.44,UPI,4.4,434.4
INV3235,2026-06-08,D,Bengaluru,Member,Female,Eggs,Dairy,4,99.15,Card,3.1,396.6
INV3236,2026-04-10,B,Delhi,Normal,Male,Apples,Fruits,10,129.47,Net Banking,4.2,1294.7
INV3237,2026-02-24,C,Mumbai,Normal,Male,Tea,Beverages,2,121.01,Net Banking,4.7,242.02
INV3238,2026-05-26,C,Mumbai,Member,Male,Biscuits,Snacks,6,25.54,Cash,3.7,153.24
INV3239,2026-03-03,B,Delhi,Member,Male,Tea,Beverages,10,106.58,UPI,3.3,1065.8
INV3240,2026-06-20,C,Mumbai,Member,Female,Cooking Oil,Grocery,6,138.96,Net Banking,3.7,833.76
INV3241,2026-03-01,C,Mumbai,Normal,Male,Tea,Beverages,2,105.56,Cash,3.8,211.12
INV3242,2026-06-01,A,Jaipur,Member,Female,Tomato,Vegetables,6,40.73,UPI,3.9,244.38
INV3243,2026-01-06,D,Bengaluru,Normal,Male,Face Wash,Personal Care,10,132.85,Cash,3.9,1328.5
INV3244,2026-04-20,C,Mumbai,Member,Female,Cooking Oil,Grocery,1,163.45,Net Banking,4.4,163.45
INV3245,2026-04-30,D,Bengaluru,Normal,Male,Noodles,Grocery,5,63.47,Cash,3.7,317.35
INV3246,2026-01-24,A,Jaipur,Normal,Male,Apples,Fruits,9,126.46,Cash,4.0,1138.14
INV3247,2026-06-18,D,Bengaluru,Normal,Male,Bread,Bakery,2,35.58,Net Banking,4.0,71.16
INV3248,2026-02-21,C,Mumbai,Member,Female,Apples,Fruits,2,155.14,Net Banking,3.0,310.28
INV3249,2026-02-14,C,Mumbai,Member,Male,Apples,Fruits,10,127.34,Cash,4.7,1273.4
INV3250,2026-06-11,C,Mumbai,Normal,Female,Chocolate,Snacks,7,45.93,Net Banking,3.2,321.51
INV3251,2026-01-24,C,Mumbai,Member,Male,Cooking Oil,Grocery,6,169.84,Card,3.3,1019.04
INV3252,2026-04-25,B,Delhi,Normal,Male,Rice,Grocery,5,62.73,Card,3.6,313.65
INV3253,2026-06-12,D,Bengaluru,Normal,Male,Tea,Beverages,5,116.47,Card,3.8,582.35
INV3254,2026-03-09,A,Jaipur,Normal,Female,Chocolate,Snacks,6,55.85,UPI,3.5,335.1
INV3255,2026-03-07,A,Jaipur,Normal,Female,Milk,Dairy,3,53.08,Card,4.7,159.24
INV3256,2026-01-03,C,Mumbai,Member,Female,Bananas,Fruits,7,51.96,Card,3.6,363.72
INV3257,2026-06-27,C,Mumbai,Member,Male,Cheese,Dairy,10,254.15,Card,3.9,2541.5
INV3258,2026-06-21,A,Jaipur,Member,Male,Bread,Bakery,8,44.42,Net Banking,4.0,355.36
INV3259,2026-04-30,D,Bengaluru,Member,Male,Chocolate,Snacks,2,50.59,Net Banking,4.3,101.18
INV3260,2026-06-14,C,Mumbai,Normal,Female,Soap,Personal Care,7,50.67,Net Banking,3.6,354.69
INV3261,2026-06-25,B,Delhi,Normal,Female,Tomato,Vegetables,8,42.38,Net Banking,4.9,339.04
INV3262,2026-06-24,B,Delhi,Normal,Male,Bread,Bakery,5,36.35,Net Banking,4.8,181.75
INV3263,2026-03-07,B,Delhi,Member,Male,Potato,Vegetables,7,40.39,Card,4.3,282.73
INV3264,2026-05-11,D,Bengaluru,Member,Female,Eggs,Dairy,9,82.55,Card,3.5,742.95
INV3265,2026-06-19,C,Mumbai,Member,Female,Soap,Personal Care,6,37.98,Net Banking,3.2,227.88
INV3266,2026-04-03,D,Bengaluru,Normal,Male,Chips,Snacks,1,29.74,Cash,4.4,29.74
INV3267,2026-03-18,D,Bengaluru,Member,Female,Chips,Snacks,6,36.33,Net Banking,4.4,217.98
INV3268,2026-04-30,B,Delhi,Member,Female,Tomato,Vegetables,6,48.0,Card,3.8,288.0
INV3269,2026-04-05,B,Delhi,Member,Female,Bananas,Fruits,7,52.66,Card,4.0,368.62
INV3270,2026-05-22,C,Mumbai,Member,Female,Cheese,Dairy,1,222.92,Net Banking,3.1,222.92
INV3271,2026-06-24,D,Bengaluru,Normal,Female,Bread,Bakery,3,44.82,UPI,3.9,134.46
INV3272,2026-02-04,B,Delhi,Member,Male,Eggs,Dairy,10,85.61,Cash,3.5,856.1
INV3273,2026-06-03,C,Mumbai,Normal,Male,Cooking Oil,Grocery,2,147.62,Net Banking,4.5,295.24
INV3274,2026-02-20,C,Mumbai,Normal,Female,Biscuits,Snacks,8,30.64,Card,4.0,245.12
INV3275,2026-05-15,A,Jaipur,Normal,Male,Biscuits,Snacks,8,30.43,Cash,3.4,243.44
INV3276,2026-06-04,A,Jaipur,Member,Female,Soap,Personal Care,4,40.79,UPI,4.3,163.16
INV3277,2026-03-17,A,Jaipur,Normal,Male,Noodles,Grocery,6,52.37,Cash,4.9,314.22
INV3278,2026-01-18,C,Mumbai,Normal,Male,Face Wash,Personal Care,10,119.06,Net Banking,4.0,1190.6
INV3279,2026-04-14,A,Jaipur,Member,Male,Chocolate,Snacks,1,45.42,Card,3.5,45.42
INV3280,2026-03-26,C,Mumbai,Normal,Female,Tomato,Vegetables,2,40.2,Card,4.0,80.4
INV3281,2026-05-19,D,Bengaluru,Normal,Male,Chips,Snacks,7,38.26,Card,3.3,267.82
INV3282,2026-01-05,D,Bengaluru,Member,Male,Bananas,Fruits,10,65.73,Cash,4.4,657.3
INV3283,2026-03-29,B,Delhi,Member,Female,Tomato,Vegetables,5,41.97,Net Banking,4.9,209.85
INV3284,2026-03-01,C,Mumbai,Member,Male,Noodles,Grocery,10,56.44,Net Banking,3.4,564.4
INV3285,2026-05-14,D,Bengaluru,Member,Male,Biscuits,Snacks,3,29.65,Cash,4.7,88.95
INV3286,2026-03-14,C,Mumbai,Member,Female,Rice,Grocery,7,68.46,Cash,4.0,479.22
INV3287,2026-06-21,A,Jaipur,Member,Male,Cheese,Dairy,8,207.94,UPI,3.9,1663.52
INV3288,2026-02-11,D,Bengaluru,Member,Female,Chocolate,Snacks,5,50.77,Card,3.5,253.85
INV3289,2026-06-14,C,Mumbai,Normal,Female,Noodles,Grocery,9,52.43,Cash,4.9,471.87
INV3290,2026-02-13,D,Bengaluru,Member,Female,Coffee,Beverages,2,191.85,Card,4.0,383.7
INV3291,2026-03-03,A,Jaipur,Member,Female,Bread,Bakery,6,41.34,UPI,3.5,248.04
INV3292,2026-02-28,A,Jaipur,Normal,Male,Cooking Oil,Grocery,9,176.77,Net Banking,4.2,1590.93
INV3293,2026-03-07,A,Jaipur,Normal,Female,Biscuits,Snacks,7,26.43,Card,4.9,185.01
INV3294,2026-05-14,C,Mumbai,Member,Male,Coffee,Beverages,8,173.7,Cash,4.3,1389.6
INV3295,2026-04-23,C,Mumbai,Normal,Female,Shampoo,Personal Care,7,197.79,Cash,3.4,1384.53
INV3296,2026-04-30,C,Mumbai,Member,Female,Chocolate,Snacks,9,47.58,UPI,3.4,428.22
INV3297,2026-04-13,C,Mumbai,Normal,Male,Shampoo,Personal Care,2,200.25,Card,4.1,400.5
INV3298,2026-06-21,B,Delhi,Member,Female,Coffee,Beverages,4,153.78,Net Banking,3.7,615.12
INV3299,2026-04-02,D,Bengaluru,Normal,Female,Biscuits,Snacks,4,25.33,Net Banking,4.9,101.32
INV3300,2026-01-27,D,Bengaluru,Member,Female,Cold Drink,Beverages,9,56.33,Cash,3.2,506.97
INV3301,2026-05-17,B,Delhi,Normal,Female,Potato,Vegetables,1,29.54,UPI,3.0,29.54
INV3302,2026-01-09,C,Mumbai,Normal,Male,Eggs,Dairy,2,95.93,Cash,3.1,191.86
INV3303,2026-01-05,B,Delhi,Normal,Female,Potato,Vegetables,6,35.26,Cash,4.7,211.56
INV3304,2026-06-01,D,Bengaluru,Normal,Male,Potato,Vegetables,4,34.08,Cash,3.5,136.32
INV3305,2026-05-15,D,Bengaluru,Member,Female,Bananas,Fruits,9,52.46,Cash,4.1,472.14
INV3306,2026-02-26,A,Jaipur,Member,Female,Soap,Personal Care,4,47.35,UPI,3.0,189.4
INV3307,2026-01-27,B,Delhi,Normal,Male,Biscuits,Snacks,2,26.08,Cash,3.5,52.16
INV3308,2026-06-02,B,Delhi,Normal,Male,Eggs,Dairy,5,83.17,Card,4.4,415.85
INV3309,2026-03-20,A,Jaipur,Normal,Male,Apples,Fruits,4,139.81,Cash,3.5,559.24
INV3310,2026-01-16,C,Mumbai,Normal,Female,Noodles,Grocery,10,58.04,Cash,4.7,580.4
INV3311,2026-06-21,A,Jaipur,Member,Female,Bread,Bakery,4,47.31,Net Banking,4.8,189.24
INV3312,2026-02-25,B,Delhi,Member,Male,Bread,Bakery,1,38.82,Net Banking,4.3,38.82
INV3313,2026-01-22,B,Delhi,Member,Female,Tea,Beverages,1,110.48,UPI,4.2,110.48
INV3314,2026-03-27,B,Delhi,Member,Female,Cooking Oil,Grocery,1,130.77,UPI,4.6,130.77
INV3315,2026-06-23,D,Bengaluru,Member,Male,Chocolate,Snacks,3,43.65,Card,4.6,130.95
INV3316,2026-03-01,C,Mumbai,Member,Male,Bananas,Fruits,5,55.73,Cash,4.4,278.65
INV3317,2026-03-12,C,Mumbai,Normal,Male,Tea,Beverages,1,117.2,Net Banking,3.2,117.2
INV3318,2026-03-12,D,Bengaluru,Normal,Female,Biscuits,Snacks,10,34.29,Card,3.1,342.9
INV3319,2026-05-10,C,Mumbai,Normal,Male,Shampoo,Personal Care,6,203.11,Card,4.7,1218.66
INV3320,2026-04-11,B,Delhi,Member,Male,Shampoo,Personal Care,7,185.3,UPI,3.3,1297.1
INV3321,2026-05-06,B,Delhi,Member,Female,Chocolate,Snacks,9,48.07,Net Banking,4.3,432.63
INV3322,2026-01-08,A,Jaipur,Member,Male,Apples,Fruits,5,152.91,Cash,3.9,764.55
INV3323,2026-01-18,C,Mumbai,Member,Female,Shampoo,Personal Care,8,151.58,UPI,4.5,1212.64
INV3324,2026-01-25,C,Mumbai,Normal,Male,Potato,Vegetables,6,37.62,Card,3.4,225.72
INV3325,2026-06-07,B,Delhi,Normal,Male,Bananas,Fruits,1,58.23,Card,4.5,58.23
INV3326,2026-03-10,C,Mumbai,Member,Female,Tea,Beverages,2,117.88,Net Banking,4.1,235.76
INV3327,2026-01-31,A,Jaipur,Member,Male,Bread,Bakery,3,36.24,Net Banking,4.3,108.72
INV3328,2026-05-20,D,Bengaluru,Member,Male,Cheese,Dairy,7,245.44,Cash,3.4,1718.08
INV3329,2026-03-21,C,Mumbai,Member,Male,Cold Drink,Beverages,2,56.07,Net Banking,4.6,112.14
INV3330,2026-01-26,B,Delhi,Normal,Female,Bread,Bakery,10,44.46,Net Banking,4.1,444.6
INV3331,2026-02-20,A,Jaipur,Normal,Female,Coffee,Beverages,4,203.26,UPI,3.8,813.04
INV3332,2026-02-26,B,Delhi,Member,Male,Cheese,Dairy,10,215.52,UPI,4.8,2155.2
INV3333,2026-01-23,C,Mumbai,Normal,Female,Rice,Grocery,4,58.15,Cash,3.7,232.6
INV3334,2026-06-07,A,Jaipur,Member,Female,Chips,Snacks,6,40.43,UPI,4.5,242.58
INV3335,2026-04-18,D,Bengaluru,Member,Female,Bananas,Fruits,2,58.89,Cash,3.5,117.78
INV3336,2026-04-23,A,Jaipur,Normal,Female,Milk,Dairy,2,49.75,UPI,3.6,99.5
INV3337,2026-01-16,B,Delhi,Normal,Male,Rice,Grocery,9,72.7,Card,4.1,654.3
INV3338,2026-06-08,A,Jaipur,Normal,Male,Coffee,Beverages,1,179.27,UPI,4.7,179.27
INV3339,2026-05-08,A,Jaipur,Normal,Male,Cold Drink,Beverages,1,61.31,Cash,3.2,61.31
INV3340,2026-01-30,B,Delhi,Normal,Male,Biscuits,Snacks,7,34.23,UPI,3.2,239.61
INV3341,2026-03-19,A,Jaipur,Member,Female,Potato,Vegetables,7,36.52,Net Banking,4.6,255.64
INV3342,2026-01-13,A,Jaipur,Member,Male,Shampoo,Personal Care,8,209.53,Card,4.7,1676.24
INV3343,2026-07-01,C,Mumbai,Member,Male,Potato,Vegetables,8,32.59,UPI,3.7,260.72
INV3344,2026-04-21,B,Delhi,Member,Male,Apples,Fruits,2,161.97,Card,3.9,323.94
INV3345,2026-03-25,A,Jaipur,Member,Male,Tomato,Vegetables,3,52.32,Card,3.8,156.96
INV3346,2026-05-02,B,Delhi,Normal,Male,Bread,Bakery,8,44.5,Card,3.7,356.0
INV3347,2026-02-21,C,Mumbai,Member,Male,Bread,Bakery,7,43.45,Card,4.3,304.15
INV3348,2026-05-14,D,Bengaluru,Normal,Female,Tea,Beverages,2,141.53,Net Banking,4.1,283.06
INV3349,2026-06-05,C,Mumbai,Normal,Female,Eggs,Dairy,8,98.5,Net Banking,4.0,788.0
INV3350,2026-03-02,C,Mumbai,Member,Male,Rice,Grocery,2,75.89,Cash,3.2,151.78
INV3351,2026-06-20,B,Delhi,Member,Male,Apples,Fruits,2,132.15,Cash,3.1,264.3
INV3352,2026-05-28,A,Jaipur,Member,Male,Coffee,Beverages,7,203.3,Cash,4.5,1423.1
INV3353,2026-01-31,D,Bengaluru,Normal,Female,Tomato,Vegetables,2,45.22,Cash,4.7,90.44
INV3354,2026-03-25,B,Delhi,Member,Female,Potato,Vegetables,3,36.48,Card,3.7,109.44
INV3355,2026-05-27,A,Jaipur,Normal,Male,Bread,Bakery,6,42.62,Card,4.8,255.72
INV3356,2026-02-16,B,Delhi,Member,Male,Tomato,Vegetables,3,47.36,Card,3.6,142.08
INV3357,2026-04-04,B,Delhi,Member,Female,Soap,Personal Care,7,37.88,Net Banking,3.9,265.16
INV3358,2026-01-14,B,Delhi,Member,Male,Face Wash,Personal Care,6,139.2,Net Banking,3.2,835.2
INV3359,2026-04-14,D,Bengaluru,Normal,Male,Tomato,Vegetables,2,51.85,Card,3.9,103.7
INV3360,2026-01-14,C,Mumbai,Normal,Female,Soap,Personal Care,4,48.33,Card,3.4,193.32
INV3361,2026-03-14,B,Delhi,Normal,Female,Soap,Personal Care,3,49.36,Card,4.7,148.08
INV3362,2026-02-17,B,Delhi,Member,Female,Rice,Grocery,3,80.74,Card,4.5,242.22
INV3363,2026-02-15,C,Mumbai,Member,Male,Rice,Grocery,6,76.5,Net Banking,4.5,459.0
INV3364,2026-02-07,B,Delhi,Normal,Female,Shampoo,Personal Care,8,170.69,UPI,3.0,1365.52
INV3365,2026-05-16,A,Jaipur,Member,Female,Bread,Bakery,10,39.26,Cash,3.4,392.6
INV3366,2026-05-24,D,Bengaluru,Normal,Male,Tea,Beverages,8,139.77,Cash,3.0,1118.16
INV3367,2026-05-30,B,Delhi,Member,Female,Bread,Bakery,7,46.14,UPI,4.2,322.98
INV3368,2026-01-02,D,Bengaluru,Normal,Female,Milk,Dairy,1,50.87,Net Banking,5.0,50.87
INV3369,2026-03-24,C,Mumbai,Member,Female,Cooking Oil,Grocery,1,171.68,Net Banking,4.9,171.68
INV3370,2026-01-08,C,Mumbai,Normal,Male,Bananas,Fruits,1,67.75,UPI,4.5,67.75
INV3371,2026-03-08,D,Bengaluru,Member,Male,Milk,Dairy,1,55.65,Cash,3.3,55.65
INV3372,2026-02-15,C,Mumbai,Normal,Female,Milk,Dairy,8,51.43,Cash,3.9,411.44
INV3373,2026-02-20,B,Delhi,Normal,Male,Apples,Fruits,3,128.65,UPI,3.1,385.95
INV3374,2026-02-24,A,Jaipur,Normal,Male,Soap,Personal Care,4,53.1,UPI,4.4,212.4
INV3375,2026-05-02,D,Bengaluru,Member,Male,Soap,Personal Care,8,43.9,Card,3.3,351.2
INV3376,2026-05-25,C,Mumbai,Normal,Female,Bread,Bakery,6,39.52,UPI,4.1,237.12
